id,name,genre,grade,country,year,poster,time,description,orig_name,pivgrade,urllive,urlclub
892,Операция в Красном море дорама (2018),"Боевик, Военный",9.36,Китай,2018,https://doramy.club/wp-content/uploads/2018/05/operaciya-v-krasnom-more.jpg,2 часа 20 мин,"В основу фильма «Операция в Красном море» заложена история о военно-спасательной операции мирных китайских жителей из охваченного гражданской войной Йемена.\
Просьба написать более подробное и уникальное описание и разместить в комментариях.",Hong hai xing dong,1.2,\N,https://doramy.club/5903-operaciya-v-krasnom-more.html
893,Война цветов дорама (2006),"Драма, Криминал",8.18,Южная Корея,2006,https://doramy.club/wp-content/uploads/2020/05/vojna-cvetov.jpg,2 часа 20 мин,"Го Ни украл деньги у своей сестры, чтобы в ходе игры сорвать огромный куш. Однако парень теряет деньги, а потом выясняется, что все это был большой обман. Го Ни хочет найти обманувшего его человека и по ходу знакомится с авторитетом в мире азартных игр.",Tazza: The High Rollers,1.7,\N,https://doramy.club/19330-vojna-cvetov.html
894,Солнечная девушка дорама (2013),"Драма, Мелодрама, Фэнтези",8.32,Япония,2013,https://doramy.club/wp-content/uploads/2019/06/solnechnaya-devushka.jpg,2 часа 7 мин,"Они учились в одном классе в средней школе. Вместе боролись с несправедливостью и жестокостью одноклассников. Строили планы и во всем друг другу помогали. Но судьба развела их на долгие 10 лет. И вот они встретились вновь по рабочим вопросам. Он — Окуда Косуке, работник рекламной компании, не умеет ладить с девушками. Она — Ватараи Мао, художница и мечтательница. Между ними вновь вспыхивают чувства. И все идет как в сказке, если бы одна особенность девушки, которая может перечеркнуть счастливое будущее влюбленных…",Hidamari no Kanojo,2.7,\N,https://doramy.club/12575-solnechnaya-devushka.html
895,Бесконечная история дорама (2012),"Драма, Мелодрама",7.88,Южная Корея,2012,https://doramy.club/wp-content/uploads/2019/06/beskonechnaya-istoriya.jpg,1 час 54 мин.,"К определенному возрасту люди задумываются о создании семьи, и хорошо, когда у тебя есть вторая половинка и исход понятен. Возраст главных героев романтического фильма «Бесконечная история» уже ближе к тридцати, и пары у них нет. Дон Чжу и Сон Гён обращаются за помощью в агентство знакомств, как к последней надежде на счастливое будущее. В день, когда их должны были познакомить они оба отказываются от услуг агентства. Но судьба не отпускает их просто так и под любыми предлогами сводит их пути.\
Но что принесет эта встреча? Они как два полюса разные и далекие друг от друга. Дон Чжу беспечен и романтичен, не особо утруждает себя заботами и работой. Сон Гён же напротив трудоголик и ярый перфекционист. Но у них общего гораздо больше, чем кажется на первый взгляд. Они оба неизлечимо больны, и жить осталось совсем немного…",Nebeoending seutoli,1.4,\N,https://doramy.club/12411-beskonechnaya-istoriya.html
896,Битва у Красной скалы 2 дорама (2009),"Военный, Драма, Исторический, Мелодрама",9.23,Китай,2009,https://doramy.club/wp-content/uploads/2019/06/bitva-u-krasnoj-skaly-2.jpg,2 часа 22 мин.,"Вторая часть исторического фильма «Битва у Красной скалы 2» расскажет о том, как сложились судьбы героев после событий первой части.\
Битва у Красной скалы",The Battle of Red Cliff 2,1.5,\N,https://doramy.club/12137-bitva-u-krasnoj-skaly-2.html
897,Я прикрываю императора дорама (2017),"Исторический, Комедия, Мелодрама, Фантастика",7.58,Китай,2017,https://doramy.club/wp-content/uploads/2020/12/ya-prikryvayu-imperatora.jpg,1 час 30 мин,"Дорама рассказывает нам о парне, который внезапно переместился из 21-го века в прошлое. Теперь он не обычный человек, а император. Кажется, что жизнь нашего героя должна превратиться в сказку, но как бы не так. В стране нелегкое время. Династия Чжоу теряет свое влияние, вражда между двумя царствами обострилась. Чтобы пробраться в лагерь врага, царство Лянцзинь отправляет в царство Пэн шпионку, Ся Лухао. По стечению обстоятельств она становится новым военным советником императора. Ся Лухао нужно было украсть военные карты врага, но все идёт совсем не по плану. «Новый» император начал испытывать нежные чувства к девушке, но сможет ли она ответить ему взаимностью в такой сложной политической ситуации? Чтобы окунуться в эту историю, смотрите дораму «Я прикрываю императора».",Zhe Ge Da Wang Wo Zhao De Zhen Ming Jian Die,1.5,\N,https://doramy.club/23702-ya-prikryvayu-imperatora.html
898,Душа дорама (2021),"Детектив, Криминал, Триллер",8.71,"Китай, Тайвань",2021,https://doramy.club/wp-content/uploads/2021/04/dusha.jpg,2 часа 5 мин,"Прокурору Вэн Чао диагностировали рак. Ему осталось от силы пару лет, поэтому он хочет еще немного поработать, чтобы помочь беременной жене. Он берется за сложное дело об убийстве Ван Шицюна — главы крупной компании. Сначала подозрения падали на его сына, который был помешан на оккультизме. Но по мере расследования возникают все новые и очень странные обстоятельства связанные с деятельностью Ван Шицюна — изучением новых технологий лечения рака. Что же таится за этим убийством? И хватит ли сил прокурору, чтобы расследовать это дело?",The Soul,1.5,\N,https://doramy.club/25651-dusha.html
899,Мир тишины дорама (2006),"Детектив, Драма, Триллер",8.47,Южная Корея,2006,https://doramy.club/wp-content/uploads/2020/06/mir-tishiny.jpg,1 час 47 мин,"Чай Хо Руи обладает необычной способностью — чтение мысли, но это не помогает ему спасти свою одноклассницу. Чувство вины вспыхивает с новой силой, когда через 15 лет он возвращается на родину. Отвлечься ему удается с помощью работы фотографом и вынужденного опекунства над девочкой из приюта — Су Ён. Но в городе появляется серийный убийца охотящийся на девочек-сирот, и когда Су Ён пропадает, Хо Руи объединяет усилия с детективом, ведущим это дело, чтобы в этот раз во что бы то ни стало спасти девочку.",Joyonghan Sesang,1.7,\N,https://doramy.club/20703-mir-tishiny.html
900,Герой дорама (2002),"Боевик, Драма, Исторический, Приключения",9.14,"Гонконг, Китай",2002,https://doramy.club/wp-content/uploads/2020/02/geroj.jpg,1 час 47 мин,"В основу сюжета фильма «Герой» положена история объединения Китая и воцарения империи Цинь. Таинственный мужчина, называющий себя «Безымянный», прибыл в княжество Цинь с заявлением, что лично убил трёх главных врагов будущего императора Циня Ши-хуанди. Впечатлённый правитель желает услышать о том, как Безымянному удалось победить трёх самых искусных воинов: Небо, Сломанного Меча и Летящий Снег. Эту историю зрителю поведают в трёх новеллах, каждой из которой соответствует определённый цвет: красный — ложь, голубой — заблуждение и в конце концов белый — истина.",Ying xiong,1.7,\N,https://doramy.club/16686-geroj.html
901,Царь обезьян 2 дорама (2016),"Приключения, Фэнтези",8.34,Китай,2016,https://doramy.club/wp-content/uploads/2018/04/car-obezyan-2.jpg,2 часа,"Второй фильм про царя обезьян Сунь Укуна расскажет о начале его нелегкого путешествия в Индию вместе с буддистским монахом Сюаньцзаном и двумя демонами. Они должны будут охранять монаха, чтобы тот смог вернуть священные писания на родину. Путникам предстоит встретиться с коварной костяной ведьмой, которая уже расставила свои смертельные ловушки.",The Monkey King 2,1.2,\N,https://doramy.club/5593-car-obezyan-2.html
902,Умозаключения криминолога Химура Хидео: Кошмар охотника дорама (2019),Детектив,8.72,Япония,2019,https://doramy.club/wp-content/uploads/2020/12/umozaklyucheniya-kriminologa.jpg,55 мин. (2 части),"Сюжет дорамы «Умозаключения криминолога Химура Хидео: Кошмар охотника» разворачивается вокруг двух друзей: Химура и Арису. Однажды они обедали со знаменитым писателем, который рассказ им о странной комнате, которая находится в его доме. Он утверждает, что после ночи, проведённой в этом помещении, людям начинают сниться кошмары. Парней заинтересовал этот рассказ, хотя, вполне возможно, что это лишь совпадения. Позже они отправляются в этот дом, а Химура хочет проверить слова писателя. Неожиданно ночью на дорогу падает дерево, из-за чего несколько домов оказываются отрезанными. Кроме того, в соседнем доме нашли труп женщины. Теперь героям предстоит разобраться в этом деле и найти убийцу.",Criminologist Himura and Arisugawa: Hunter's Nightmare,1.2,\N,https://doramy.club/23718-umozaklyucheniya-kriminologa.html
903,У моего парня третья группа крови дорама (2005),"Комедия, Мелодрама",7.88,Южная Корея,2005,https://doramy.club/wp-content/uploads/2019/06/u-moego-parnya.jpg,1 час 35 мин,"Однажды Хами случайно отправляет сообщение на чужой номер, Янг Бин отвечает ей и у них завязывается знакомство. Хами верит, что это судьба, не смотря на наглость и тщеславность парня. Она закрывает глаза на все выходки и колкие словечки Янг Бина, так сильно она желает любви. Он же привык к вниманию девушек и пользуется их доверием и влюбленностью в него. Так же он и поступает с наивной Хами. Но сам не замечает, как впервые в жизни влюбляется в кого-то, кроме себя. \
Сестра Хами убежденна, что характер человека зависит от его группы крови и строить отношения следует только с подходящим тебе. Она старается переубедить сестру, что Янг Бин ей не подходит ведь у него третья группа крови. По ее заверению мужчины этой группы самовлюбленны, эгоистичны и приносят только беды девушкам. Но Хами не верит в подобное и полностью растворяется в чувствах. Не будет ли это самой большой ошибкой в ее жизни? Сможет ли Янг Бин изменить свой ужасный характер? И правдивы ли предсказания сестры?",B-hyeong namja chingu,1.7,\N,https://doramy.club/12375-u-moego-parnya-tretya-gruppa-krovi.html
904,Ледяная комета дорама (2014),"Боевик, Исторический, Комедия, Фантастика",8.38,"Гонконг, Китай",2014,https://doramy.club/wp-content/uploads/2018/06/ledyanaya-kometa.jpg,2 часа,"События фильма «Ледяная комета» разворачиваются вокруг четверых сирот, которые выросли в приюте и стали близкими словно братья. Они обладают боевыми искусствами, благодаря которым добиваются высокого ранга в императорской гвардии. Сам император поручает им важнейшие задания, одним из которых становится возвращение Золотого Колеса Времени, которое позволяет путешествовать во времени и видеть будущее.",Bing feng: Chong sheng zhi men,1.4,\N,https://doramy.club/6568-ledyanaya-kometa.html
905,Убийство Юйвэнь Ху дорама (2020),"Боевик, Драма, Исторический",8.11,Китай,2020,https://doramy.club/wp-content/uploads/2020/12/ubijstvo-yujven-xu.jpg,1 час 7 мин,"Действия полнометражного фильма «Убийство Юйвэнь Ху» разворачиваются вокруг императора Юйвэнь Юна, который взошёл на престол после смерти своего брата. Однако, сам толком не замечая, новый правитель становится куклой в руках советника, который по-настоящему правит государством, преследуя свои интересы. Внезапно во дворец приезжает девушка, называющая себя принцессой. Здесь она появилась не просто так. Дело в том, что члены её семьи погибли, а она одержима местью за смерть родных. Главной целью девушки становится советник. Как дальше будут разворачивается события, узнаем, посмотрев дораму.",Ci Sha Yuwen Hu,1.2,\N,https://doramy.club/23761-ubijstvo-yujven-xu.html
906,Всё прошло… Если бы можно было повернуть время вспять дорама (2014),"Драма, Комедия",9.19,Таиланд,2014,https://doramy.club/wp-content/uploads/2020/11/vsyo-proshlo.jpg,44 мин,"Тусовки, танцы, громкая музыка и алкоголь, вот вся жизнь молодой оторвы Пэм. Но все меняется, когда однажды к ней приходит сестра и просит присмотреть за ее ребенком, маленькой девочкой Юкэй. Теперь будни Пэм обретают новые краски, и это заставляет ее о многом задуматься. О ее неоднозначном прошлом и смутном будущем. Как же маленькая племянница повлияла на жизнь Пэм?",Present Perfect - If You Could Turn Back Time,1.2,\N,https://doramy.club/23547-vsyo-proshlo-esli-by-mozhno-bylo-povernut-vremya-vspyat.html
907,Влюбленный босс дорама (2018),"Комедия, Мелодрама",6.65,Южная Корея,2018,https://doramy.club/wp-content/uploads/2021/08/vlyublennyj-boss.jpg,16 мин,"Чжу А влюбилась в свою коллегу Се Ён, и чтобы как-то привлечь ее внимание, она остается вместе с ней работать сверхурочно. Однако Чжу А еще не знает секретик Се Ён…",Boss in Love,1.2,\N,https://doramy.club/27429-vlyublennyj-boss.html
908,Телохранитель дорама (2017),Боевик,8.26,Китай,2017,https://doramy.club/wp-content/uploads/2017/07/teloxranitel-2017.jpg,1 час 33 мин,"Наследник некогда сильного китайского клана наследник Улинь переходит на темную сторону. Покинув родную деревню, главный герой отправляется на поиски своего брата и входе странствования судьба сводит его со знатной девушкой из богатой семьи Фэйфэй. На нее готовится покушение и Улинь становится телохранителем Фэйфэй. Впереди его ожидает опасное противостояние с людьми, которые хотят покорить целый город.",The Bodyguard,1.2,\N,https://doramy.club/1173-teloxranitel.html
909,Тайное воссоединение дорама (2010),"Драма, Триллер",09.03,Южная Корея,2010,https://doramy.club/wp-content/uploads/2018/09/tajnoe-vossoedinenie.jpg,1 час 56 мин.,"Южнокорейский триллер с элементами драмы «Тайное воссоединение» повествует о двух героях — тайном агенте разведки Южной Кореи Ли Хангю и шпионе Северной Кореи Сон Дживоне. Каждый из них находится по разные стороны: один пытается поймать, другой – скрыться. Однажды Ли Хангю проваливает операцию по поимке убийцы с севера по кличке Тень и руководство вынуждает его уйти в отставку. Впрочем для Сон Дживон задание также стало провальным, его обвинили в предательстве и он ушел в тень, скрываясь и от своих и от чужих. Распрощавшись с карьерой, Ли Хангю начинает заниматься поиском пропавших людей и спустя несколько лет герои вновь встречают друг-друга.",Uihyeongjae,1.4,\N,https://doramy.club/8360-tajnoe-vossoedinenie.html
910,Счастливица Чхан Силь дорама (2020),"Драма, Мелодрама",7.51,Южная Корея,2020,https://doramy.club/wp-content/uploads/2020/12/schastlivica-chxan-sil.jpg,1 час 35 мин,"В жизни Чхан Силь наступила черная полоса. Вот только недавно она была успешным продюсером, а сейчас снова никто. Режиссер, с которым она работала, внезапно умер, и женщина осталась без работы. Подруга предлагает ей выход — устроится у нее домработницей. Чхан Силь недолго думая, соглашается. И кто бы мог подумать, что именно благодаря этому решению, ее жизнь наконец заиграет новыми красками, и она найдет свою любовь.",Chansilyineun Bokdo Manhji,1.2,\N,https://doramy.club/23813-schastlivica-chxan-sil.html
911,Двор Улун дорама (2018),"Боевые искусства, Комедия",8.72,Китай,2018,https://doramy.club/wp-content/uploads/2018/12/dvor-ulun.jpg,1 час 30 мин.,"Главный герой комедийного фильма «Двор Улун» мелкий мошенник. Во время очередного дела к нему присоединяется начинающий актер, который просит взят его учеником, чтобы обучиться мастерству притворства. В это время влиятельный криминальный авторитет пытается завладеть священным камнем, спрятанным в храме Улун. Провинившись перед боссом герой вынужден отправиться в храм, чтобы раздобыть желанную реликвию. Вместе со своим новым помощником, он становится учеником местного буддийского мастера. Однако воплощение задуманного оказывается не такой уж простой задачей…",Xin wu long yuan zhi xiao nao jiang hu,1.2,https://doramalive.ru/dorama/oolong_courtyard/,https://doramy.club/9580-dvor-ulun.html
912,Хлеб на радость | Хлеб счастья дорама (2012),Мелодрама,9.18,Япония,2012,https://doramy.club/wp-content/uploads/2018/02/xleb-na-radost.jpg,1 час 53 мин.,"Что делать, если жизнь в большом городе стала невыносимой? Где провести свой отпуск или вспомнить свою юность? Лучше всего уехать в тихий городок на берегу озера. Насладиться прекрасными пейзажами и отдыхом в уютной комнате, ощутить потрясающий вкус выпечки Мидзусимы и аромат кофе, приготовленный Риэ. Кафе «Мани» ждёт своих гостей.\
За описание благодарим Sveta",Bread of Happiness,2.7,\N,https://doramy.club/4623-xleb-na-radost.html
913,Золотой монах дорама (2017),"Комедия, Мелодрама, Приключения, Фэнтези",8.12,Китай,2017,https://doramy.club/wp-content/uploads/2021/07/zolotoj-monax.jpg,1 час 31 мин.,"Сюжет комедийного фильма «Золотой монах» разворачивается вокруг двух ловцов демонов. Когда-то Бу Тонг и Джейд были божествами, но влюбившись друг в друга нарушили законы небесного чертога и были низвергнуты на землю на сто лет. Джейд не стала пить эликсир забвения сохранив свою тысячелетнюю память, а вот Бу Тонг напротив все забыл. И хотя боги делают все, чтобы влюбленные никогда не были вместе, судьба все же сводит их. Смогут ли герои узнать друг друга и воссоединиться или божественное проведение сыграет с ними злую шутку?",The Golden Monk,1.2,https://doramalive.ru/dorama/the_golden_monk/,https://doramy.club/26961-zolotoj-monax.html
914,Гоемон дорама (2009),"Боевик, Драма, Исторический, Фантастика",8.37,Япония,2009,https://doramy.club/wp-content/uploads/2020/06/goemon.jpg,2 часа 07 мин.,"Действия фильма «Гоемон» разворачиваются в альтернативной Японии 16 века. После убийства великого Оды Нобунаги, сумевшего объединить разрозненные земли в одно государство, к власти пришел Тойотоми Хидэёси. Проведя четкую грань между крестьянами и самураями, он погрузил страну в пропасть социального неравенства. Но через 15 лет небеса послали угнетенному народу защитника в лице великого ниндзя Исикава Гоэмона, которому предстоит столкнуться с не менее опасным противником Киригакурэ Сайзо.",Goemon,3,\N,https://doramy.club/20736-goemon.html
915,Ты и я дорама (2011),Драма,8.93,Япония,2011,https://doramy.club/wp-content/uploads/2020/07/ty-i-ya.jpg,45 мин,"Это история о том, как человек и животное стали настоящими друзьями. Однажды в день фестиваля звезд, молодой начинающий мангака подбирает на улице котенка. С этих пор его одинокую жизнь разделяет маленькое чудо по имени Гинього. И теперь во всех его начинаниях и на сложных этапах жизни, рядом будет она…",Kimi to Boku,2.7,\N,https://doramy.club/21116-ty-i-ya.html
916,"Маленький лес: Зима, Весна дорама (2015)",Драма,8.98,Япония,2015,https://doramy.club/wp-content/uploads/2020/09/malenkij-les-zima-vesna.jpg,2 часа,"Фильм расскажет о девушке по имени Итико, которая из большого города переехала в маленькую деревушку. Сейчас она живет в домике почти посреди леса. Итико сама выращивает овощи и наслаждается окружающей ее природой. И весь уклад жизни в этой деревне она показывает, готовя сезонную еду. Через еду она поведает нам свою историю и свое отношение к жизни. Каково это жить наедине с природой?",Little Forest: Winter & Spring,2.7,https://doramalive.ru/dorama/little_forest_winter_amp_spring/,https://doramy.club/22488-malenkij-les-zima-vesna.html
917,Четверо 2 дорама (2013),"Боевые искусства, Детектив, Исторический, Мелодрама, Фэнтези",8.95,Китай,2013,https://doramy.club/wp-content/uploads/2018/01/chetvero-2.jpg,1 час 57 мин.,"Во второй части увлекательного фильма «Четверо 2» главным героям из Небесного управления: Бесстрастной, Железнорукому, Жизнекраду и Хладнокровному, предстоит столкнуться с шокирующей правдой. Расследование массовой резни людей приоткрывают тайну об убийстве всех членов семьи Бесстрастной, которое произошло 12 лет назад. Девушке предстоит сделать непростой выбор между местью за прошлое и настоящим. Тем временем коварный враг не дремлет и во всю плетет интриги, чтобы захватить императорский трон.",The Four 2,1.2,\N,https://doramy.club/4274-chetvero-2.html
918,Дикие травы дорама (2020),"Драма, Мелодрама",8.6,Китай,2020,https://doramy.club/wp-content/uploads/2020/10/dikie-travy.jpg,1 час 52 мин,"Сюжет дорамы «Дикие травы» разворачивается вокруг трёх молодых людей. Мы увидим их жизнь во времена девяностых годов прошлого столетия. Юнь Сяо, Ли Май и У Фэн живут в Китае, в небольшом городке. У каждого из них большие планы на будущее. Они хотят лучшей жизни и добиться успеха. Однако, трудности начинаются уже сейчас, даже в таком достаточно юном возрасте. Каждый мечтает прийти к своей цели, несмотря на неприятности. Удастся ли им добиться желаемого, обеспечить себе счастливое будущее, и как переплетутся их судьбы, узнаем, посмотрев дораму.",Qiao mai feng zhang,1.2,\N,https://doramy.club/23094-dikie-travy.html
919,Охотник на драконов дорама (2017),"Боевые искусства, Комедия, Фэнтези",7.38,Китай,2017,https://doramy.club/wp-content/uploads/2018/03/oxotnik-na-drakonov1.jpg,1 час 25 мин.,"Главный герой комедийного фильма «Охотник на драконов» Сююань, потерял всю свою семью. Исполняя последнюю волю своего отца он уже пол года провел в монастыре, желая достичь просветления и стать монахом. Тем временем в деревне злые демоны не дают покоя местным жителям и наставник отправляет Сююаня в город на поиск могущественного мастера по изгнанию нечисти. Там он знакомится с молодой девушкой, которая должна выяснить есть ли у главного героя метка дракона. Вскоре пробудится великое зло и молодому ученику выпадет шанс показать все на что он способен.",Dragon Hunter,1.2,\N,https://doramy.club/5223-oxotnik-na-drakonov.html
920,50 первых поцелуев дорама (2018),Мелодрама,7.83,Япония,2018,https://doramy.club/wp-content/uploads/2019/08/50-pervyx-poceluev.jpg,1 час 54 мин,"Руи Фудзисиму живет на Гаваях и работает гидом. Он профессиональный покоритель женских сердец. Но каждый раз он придумывает новые небылицы, чтобы навсегда расстаться с надоевшей девушкой. Но годы идут и мужчина понимает, что уже устал от постоянной смены любовниц. Однажды он встречает необыкновенную Руи Фудзисиму и понимает, что она — та самая. Только вот добиваться ее расположения придется каждый день.",50 Kaime no Fasuto Kisu,2.2,https://doramalive.ru/dorama/50_first_kisses/,https://doramy.club/13573-50-pervyx-poceluev.html
921,За гранью мечты дорама (2019),"Детектив, Драма, Мелодрама",8.19,Гонконг,2019,https://doramy.club/wp-content/uploads/2020/12/za-granyu-mechty.jpg,1 час 57 мин,"Сюжет полнометражного фильма «За гранью мечты» разворачивается вокруг мужчины по имени Лок, страдающего от психического расстройства. Лечение, которое он проходит, приносит свои плоды, и парень постепенно выздоравливает от шизофрении. Однажды он знакомится с Янь, которая сразу начинает ему нравиться. Парень хочет рассказать ей о своей болезни, однако внезапно его состояние становится хуже. На самом деле, Янь является психологом, и, скорее всего, она преследует свои интересы, поэтому не отворачивается от него. Позже молодые люди начинают отношения, но как долго они смогут продолжаться?",Waan ngoi,1.2,\N,https://doramy.club/23817-za-granyu-mechty.html
922,Фукуока дорама (2020),Драма,8.33,Южная Корея,2020,https://doramy.club/wp-content/uploads/2020/11/fukuoka.jpg,1 час 25 мин,"Фильм расскажет нам о двух друзьях Хэ Хё и Чжэ Муне, которые когда-то давным-давно перестали общаться друг с другом из-за девушки. Спустя 28 лет Чжэ Мун начал вспоминать былые дни и решил отыскать своего старого друга. Для этого он отправился в путешествие в компании очень странной девушки по имени Со Дам. Что ждет героев в их поездке? И найдет ли Чжэ Мун своего друга?",Fukuoka,1.2,\N,https://doramy.club/23295-fukuoka.html
923,Девушка с аллергией на Wi-Fi дорама (2018),"Комедия, Мелодрама",8.59,Филиппины,2018,https://doramy.club/wp-content/uploads/2020/08/devushka-s-allergiej-na-wi-fi.jpg,1 час 45 мин,"Молодая и красивая девушка по имени Норма, как и все современные люди, очень зависима от смартфонов. Целыми днями она сидит в различных соцсетях, и телефон всегда при ней. Но однажды ее жизнь переворачивается с ног на голову, потому что у нее обнаруживают очень редкое заболевание — непереносимость электромагнитных волн. Единственное, что ей советуют сделать в этой ситуации — переехать в деревню, где нет связи с внешним миром. Но как можно отказать от всего с чем ты привык жить каждый день? Справится ли главная героиня с такой жизнью?",Ang Babaeng Allergic Sa Wi-Fi,1.2,https://doramalive.ru/dorama/the_girl_allerged_to_wifi/,https://doramy.club/21813-devushka-s-allergiej-na-wi-fi.html
924,Запретное царство дорама (2008),"Боевик, Приключения, Фэнтези",9.16,"Китай, США",2008,https://doramy.club/wp-content/uploads/2018/07/zapretnoe-carstvo.jpg,1 час 40 мин,"Простой американский школьник Джейсон, попросту помешан на восточных боевых искусствах. Парень настолько этим увлечен, что постоянно просматривает фильмы и собирает сувениры на эту тему. Однажды на одной барахолке Джейсон нашел посох великого воина Царя Обезьян. После чего попал в запретное царство, самую гущу событий, где великую империю разделила война. Там он знакомится с величайшими мастерами, которые решают обучить парня кунг-фу. Теперь простого подростка ожидает множество испытаний, о которых он всегда мечтал и если удастся все пройти, есть шанс стать великим мастером.",The Forbidden Kingdom,1.5,\N,https://doramy.club/7112-zapretnoe-carstvo.html
925,Гот дорама (2008),"Детектив, Драма, Триллер, Ужасы",7.34,Япония,2008,https://doramy.club/wp-content/uploads/2020/06/got.jpg,1 час 35 мин,"В одном японском городе появился маньяк, который убивает молоденьких и красивых девушек, и выставляет их тела на показ. Полиции пока не удалось выяснить личность преступника. Однако, все его деяния активно транслируются по телевизору. И есть пара школьников, которые очень увлеченно следят за всеми новостями о нашумевшем убийце.\
Ицуки Камияма и Ёру Морино — не такие, как все, у них есть весьма странное увлечение — им нравится все, что связано с убийствами и насилием. Возможно, они единственные, кто может понять мотивы маньяка…",Goth,7,\N,https://doramy.club/20495-got.html
926,Сочувствие господину Месть дорама (2002),"Драма, Криминал, Триллер",8.12,Южная Корея,2002,https://doramy.club/wp-content/uploads/2020/02/sochuvstvie-gospodinu-mest.jpg,2 часа 7 мин,"Криминальный фильм «Сочувствие господину Месть» расскажет историю глухонемого мужчины по имени Рю, всего лишь желавшего найти деньги на операцию для своей сестры. Но получить деньги честным путём не выходит и от отчаяния он решается на похищение дочери своего бывшего директора, в надежде как можно скорее получить выкуп. Мужчина был добр к девочке и никогда не был жесток в отношении к ней, но в какой-то момент всё теряет смысл и превращается в безумие, оставляя лишь место для возмездия.",Boksuneun naui geot,1.7,\N,https://doramy.club/16986-sochuvstvie-gospodinu-mest.html
927,Миссия в Милане дорама (2016),"Боевик, Комедия",7.83,Китай,2016,https://doramy.club/wp-content/uploads/2017/04/missiya-v-milane.jpg,1 час 43 мин,\N,Tou tian te wu,1.2,\N,https://doramy.club/192-missiya-v-milane.html
928,Банан посреди ночи: Моя история дорама (2018),"Драма, Комедия, Мелодрама",8.62,Япония,2018,https://doramy.club/wp-content/uploads/2020/08/banan-posredi-nochi.jpg,2 часа,"Фильм расскажет нам историю Ясуаки Сикано, мужчины чья жизнь проходит в инвалидной коляске. Ясуаки с детства страдает мышечной дистрофией, его тело почти полностью обездвижено, ко всему этому у него весьма сложный характер. Он очень требовательный, может даже заставить принести ему банан посреди ночи. Именно из-за этого от него уходят все волонтеры. Но так было до того момента как появилась Мисаки. Она единственная кто сказал Ясуаки, что он ужасный и невыносимый. Однако после этого он не стал к ней плохо относиться, а как ни странно, начал в нее влюбляться…",Konna Yofuke ni Banana kayo: Kanashiki Jitsuwa,1.2,https://doramalive.ru/dorama/banan_posredi_nochi_moya_istoriya/,https://doramy.club/21940-banan-posredi-nochi-pravdivaya-istoriya.html
929,Пропавший мастер меча дорама (2011),"Биография, Боевые искусства, Военный, Драма, Исторический",7.75,"Гонконг, Китай",2011,https://doramy.club/wp-content/uploads/2017/05/propavshij-master-mecha.jpg,1 час 49 мин.,"В фильме рассказывается о жизни легендарного полководца Гуан Ю Чаня эпохи Троецарствия. Несмотря на то, что в бою ему не было равных, Гуан Ю до самого конца был верен своим принципам доброты и прощения. Два генерала Цао Цао и Лю Бэй желают склонить его на свою сторону, но мастер меча предпочитает войне мир.",Guan Yun Chang,1.2,\N,https://doramy.club/314-propavshij-master-mecha.html
930,Дьявoльcкиe кoшeчки | Чертовки дорама (2008),Драма,8.61,Южная Корея,2008,https://doramy.club/wp-content/uploads/2019/06/dyavolckie-koshechk.jpg,1 час 52 мин.,"В двадцать первом веке женщины чувствуют себя более уверенно и расковано. У них теперь равные права и равные обязанности с мужчинами. В фильме «Дьявoльcкиe кoшeчки» рассказывается про трех женщин, живущих под одной крышей. У каждой свой характер и свои проблемы.\
Ами 27 лет, живет у сестры, работает сценаристкой, но уже год не может закончить свой первый сценарий к фильму. У нее есть парень Вон Соку, который уже 3 года не может сделать ей предложение. Он никак ей не помогает, только создает еще больше проблем и постоянно выпрашивает деньги. Однажды Ами застаёт его с другой и в отчаянных чувствах идет на свидание вслепую.\
Ён Ми 41 год, она мать-одиночка и вынуждена опекать взрослую сестру. По профессии она декоратор и успешно справляется со своей работой. Однажды она встречает молодого человека и проводит с ним ночью любви. На утро они решают разойтись разными дорогами. Но на приёме у доктора Ён Ми узнает, что у нее началась менопауза и жизнь прежней не будет. Но женщина отказывается прощаться с молодостью.\
Кан Э, дочь Ён Ми, учится в школе. Девочка рано начала понимать, что жизнь не проста, ведь у нее перед глазами пример матери и тёти. Её парень Хо Чжэ ещё совсем ребёнок в душе, и не может понять переживаний Кан Э. Девочка откровенно намекает парню, что готова к большему, чем просто держаться за руки. Но он только испугано убегает от нее. Рядом оказывается симпатичная подруга и по-особенному утешает Кан Э.",Ddeugeoun Geotsi Joa,1.7,\N,https://doramy.club/12405-dyavolckie-koshechk.html
